,Herbivore.Insectivore.Rho,Herbivore.Insectivore.P,Herbivore.Insectivore.p.adj,Herbivore.Omnivore.Rho,Herbivore.Omnivore.P,Herbivore.Omnivore.p.adj,Insectivore.Omnivore.Rho,Insectivore.Omnivore.P,Insectivore.Omnivore.p.adj,Herbivore.Vertivore.Rho,Herbivore.Vertivore.P,Herbivore.Vertivore.p.adj,Insectivore.Vertivore.Rho,Insectivore.Vertivore.P,Insectivore.Vertivore.p.adj,Omnivore.Vertivore.Rho,Omnivore.Vertivore.P,Omnivore.Vertivore.p.adj,Carnivore.Herbivore.Rho,Carnivore.Herbivore.P,Carnivore.Herbivore.p.adj,Carnivore.Omnivore.Rho,Carnivore.Omnivore.P,Carnivore.Omnivore.p.adj
KRT32,2.21524708000469,0.160458659987024,0.748640715336036,0.891434271586386,1,1,-1.34862660563809,1,1,1.95103192654038,0.306319488077218,1,0.294703662175905,1,1,1.32349772557525,1,1,-2.60944103783864,0.0272070820176144,0.171182168870575,-1.62239970419581,0.314153377400947,1
KAT2A,0.0836038402046852,1,1,1.12388341680394,1,1,0.943112045603095,1,1,0.485756824689847,1,1,0.399809003844782,1,1,-0.332669221471689,1,1,-0.283289366266847,1,1,0.854643584460684,1,1
NAGLU,5.50573338299488,2.20580738415146e-07,7.6946769214586e-05,2.02324919627773,0.258284771135939,1,-3.27894595344148,0.00625173535032292,0.196595451268016,1.60044117472588,0.657004481994259,1,-2.54098077038437,0.0663251994378287,0.945575419361744,0.0602390444997741,1,1,-4.88481535868166,3.10577467410341e-06,0.000293114809808779,-2.44243879234406,0.0437652094828428,0.497091849038679
HSD17B1,1.70336685776273,0.530996615511946,1,1.64229110988924,0.603178131736284,1,-0.0992813289488678,1,1,0.983654870348339,1,1,-0.259212936958945,1,1,-0.186640766405426,1,1,-1.76443086132906,0.232978398349804,0.687163499643131,0.00378392241547579,1,1
ABI3,0.845281203004706,1,1,0.0489272732253742,1,1,-0.740074200165719,1,1,0.187748943906402,1,1,-0.395092549545728,1,1,0.147718495758346,1,1,-0.749141702861738,1,1,-0.637687813480364,1,1
COL1A1,0.808084052823822,1,1,1.18869904526566,1,1,0.335921652277606,1,1,4.10073331913372,0.000247105775291366,0.0231630776113744,3.31648907812133,0.0054693690203388,0.31922179386392,3.07762118579402,0.0125195986560585,0.788511161052901,-2.44280518608437,0.0437208055332149,0.234396001368854,-1.02919519936946,0.910163873205968,1
MRPL27,0.0988404579139575,1,1,0.0592214484003509,1,1,-0.0388108645059635,1,1,1.79805712181481,0.433007737039353,1,1.63168537279536,0.616474698020747,1,1.68822537474053,0.548207844133314,1,-0.875890156854462,1,1,-0.747631942262626,1,1
LRRC59,-1.40175543763065,0.965929738231508,1,0.451103865145266,1,1,1.70585588912127,0.528209485871799,1,-2.78162424900666,0.0324525733861551,0.367616084324436,-1.63739716120281,0.609285065985555,1,-2.97532363256583,0.0175607756053813,0.857903949607519,2.32705196733154,0.0598874986041295,0.286110093617818,2.56374335075296,0.0310650247202162,0.426905941305344
HDAC5,0.858465839753903,1,1,-1.34514634347311,1,1,-2.03192513861688,0.252967411026726,1,2.26623112853069,0.140623414072405,0.85460248384523,1.5276215574128,0.759639157448454,1,3.14230623694828,0.0100573570383333,0.744417389308914,-1.68308419131126,0.277076383076048,0.76982192268824,-2.90865553710501,0.0108895969368428,0.259792196556856
PPY,1.16455770766415,1,1,-0.349043745219817,1,1,-1.43405264347543,0.909343443351284,1,-0.380668875160236,1,1,-1.25387646163648,1,1,-0.108689737160698,1,1,-0.660039518838993,1,1,-0.979341119685792,0.982234378459985,1
DUSP3,0.501648753819513,1,1,0.138913175360907,1,1,-0.339614823995052,1,1,1.2097318296564,1,1,0.808430805942499,1,1,1.07120402238169,1,1,-0.922283165438029,1,1,-0.703091367302234,1,1
CACNG1,-1.12812764212234,1,1,-0.285879416845375,1,1,0.797139737308482,1,1,-0.725697438066325,1,1,0.16741050941824,1,1,-0.483020413856463,1,1,1.18221999153438,0.711355266672018,1,0.802503150464088,1,1
HLF,-3.51064467877551,0.00268212886460502,0.0520464850828918,-1.03477019726729,1,1,2.12179794002263,0.203128258291948,1,-1.34279735783939,1,1,1.1315899659007,1,1,-0.515180880370082,1,1,3.33593751473015,0.00255036807229912,0.035074048355647,1.84186412707664,0.19648508113632,0.991466676500004
EFNB3,-0.535454214744008,1,1,-0.385718409446148,1,1,0.158764710567465,1,1,-0.472828809692922,1,1,-0.0633207334147213,1,1,-0.188312470448946,1,1,0.626543285225217,1,1,0.202775062401383,1,1
RANGRF,-0.216646759798867,1,1,0.813572877634383,1,1,0.926640232941393,1,1,-1.58066941483263,0.683721870642453,1,-1.30982432893392,1,1,-2.09325578309743,0.217957965027291,1,0.92854229323216,1,1,1.6358778717625,0.30559545012797,1
RCVRN,-2.52511965162633,0.0693953418794671,0.441633486717016,0.0207189509308205,1,1,2.37236174870879,0.106048658003128,0.917905291429266,-1.41572317324921,0.941139425137494,1,0.647797340736181,1,1,-1.36222403780708,1,1,2.52151010849998,0.0350556954123023,0.203814709553277,2.32704116975898,0.0598892224700823,0.578312530492957
MYH1,-2.02924835596811,0.25459800336912,1,0.193834079760305,1,1,2.00627839117156,0.268959325119078,1,-0.949807498030438,1,1,0.558433554009171,1,1,-1.02901091752186,1,1,1.99291327018755,0.138812834877821,0.494662882967605,1.94889163880601,0.153925100393116,0.88667948426069
VTN,1.06097868327261,1,1,0.852061806684835,1,1,-0.229815422995557,1,1,1.3903108908076,0.986606952910348,1,0.544698306968777,1,1,0.737448220233238,1,1,-1.45182622580343,0.439649789346899,1,-0.498770633858777,1,1
TNFAIP1,-1.14147193609676,1,1,-1.57518622959126,0.691280788636169,1,-0.37246025423814,1,1,-0.43565425921289,1,1,0.398310746007047,1,1,0.690320382513932,1,1,1.07408195735263,0.848357851147542,1,-0.57739482509246,1,1
TMEM97,0.771213447731569,1,1,1.91203942718066,0.335226822895693,1,0.963939132453571,1,1,2.10984518692472,0.209230157113542,1,1.42018700393479,0.933319476906254,1,0.709358545543343,1,1,-1.56957475849592,0.349542223917903,0.889022137646111,0.405045124632732,1,1
CD38,0.623406088835141,1,1,1.75977124807194,0.470679599372824,1,0.887377288807001,1,1,1.93338738351233,0.319130965761689,1,1.27630673651649,1,1,0.610074234535365,1,1,-1.4548601696968,0.437123929532042,1,0.322487419996292,1,1
IBSP,3.15916089967611,0.00949344663022193,0.123801765504882,0.720896777550354,1,1,-2.31026781367632,0.125239990229791,0.992613111791545,0.991053405039308,1,1,-1.43512952265033,0.907501152942195,1,0.42017168269191,1,1,-2.81438870622851,0.0146610289022145,0.113054162233623,-1.87680767732161,0.181633373571101,0.954160822094893
LAP3,-1.49317594243434,0.81234682640668,1,-1.26710209779957,1,1,0.260949443465195,1,1,0.757445095380582,1,1,1.76426557715971,0.466123659518429,1,1.60042328738232,0.65702827448111,1,0.806426853731313,1,1,-0.49661853655743,1,1
CXCL6,-0.41899707376153,1,1,-2.4999538277931,0.0745256963136581,1,-1.82186544671239,0.410852425905877,1,0.815853646297251,1,1,1.07741654292391,1,1,2.62374021945765,0.0521820548262659,1,-0.0931376421537491,1,1,-2.569157943761,0.030583794254217,0.426492460192162
JADE1,-2.42444384186463,0.0919911264715981,0.528482151311364,0.284639711658501,1,1,2.51933405843907,0.0705462281718815,0.73840117829665,-0.244280442377073,1,1,1.47189342486477,0.846297956613246,1,-0.429072210419315,1,1,1.98003394418971,0.143099143886206,0.504901423267437,2.10100764801209,0.106920884676496,0.751512191475539
AFM,0.774098579065885,1,1,-1.21704240949414,1,1,-1.75330596358292,0.477297014486906,1,3.2984451241058,0.00583331286594087,0.137283170811188,2.30814950978135,0.125944933691064,1,4.12127343091264,0.000226070345311638,0.265645988052446,-2.36539677560079,0.0540322900476942,0.268213213514952,-3.43850594406968,0.00175480108761211,0.112397258893816
AFP,3.2473718844532,0.00698856537226584,0.101307277501852,2.62628841898214,0.0517929837889211,1,-0.715255212468082,1,1,5.7581304160502,5.10303822646533e-08,0.000229042011943952,2.99944262069917,0.016228443821971,0.512857841051336,3.66091220857821,0.00150791321424194,0.431892437038256,-5.18685855823852,6.41613113748749e-07,9.92582101537498e-05,-2.19919099640071,0.0835930328294243,0.672598954765867
PHOX2B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GNRHR,0.750026883991589,1,1,-1.78829192113554,0.442373535590584,1,-2.31896169895691,0.12238267903306,0.978539544507411,-0.317359363195704,1,1,-0.834957756302957,1,1,0.927271620068091,1,1,-0.430203367606895,1,1,-2.16791183260033,0.0904961862033146,0.698045176043841
CWH43,0.991121806583909,1,1,-2.27566085934815,0.137197894308643,1,-2.92493650758805,0.0206715905797682,0.387592323370654,-0.468124061468588,1,1,-1.17221401718407,1,1,1.1964324090235,1,1,-0.497251745900789,1,1,-2.68325617658242,0.021872735346517,0.363077728550702
SULT1E1,3.6544600379828,0.00154634279825237,0.036585397434993,2.71405502432106,0.0398790752533226,0.934654615403076,-1.02452943730898,1,1,3.2275085990921,0.0074923972633361,0.156723813327078,0.609576716981001,1,1,1.37002214737602,1,1,-4.28679586255694,5.438061802462e-05,0.00237219637813211,-1.36870930324047,0.513270483222552,1
LAMTOR3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PF4V1,-0.626986640517554,1,1,0.493742024581242,1,1,1.05083694121271,1,1,0.0148380863076028,1,1,0.462542834672261,1,1,-0.328761912536941,1,1,0.475347544243683,1,1,0.944251471540354,1,1
NFKB1,1.04586732850057,1,1,1.7605327315958,0.469905136912369,1,0.607500684259652,1,1,0.206385877465794,1,1,-0.564846384195544,1,1,-1.05953076672817,1,1,-0.886766128120329,1,1,0.923947765971229,1,1
IL2,-0.695227865819162,1,1,1.31094882066275,1,1,1.7989660232969,0.43214433282609,1,1.45553686861721,0.873124146557486,1,1.84144709846666,0.393336397294809,1,0.526446369620501,1,1,-0.127429861614294,1,1,1.14115771590596,0.761412890679549,1
FRG1,0.00652579851746616,1,1,0.141946825207053,1,1,0.126417547846301,1,1,1.74971606478386,0.481003921437876,1,1.67822425881954,0.559819966031446,1,1.56797131891155,0.701326955901553,1,-0.743331968114873,1,1,-0.527879404304823,1,1
CD82,0.453102420999914,1,1,3.95992642445846,0.000449837151140808,0.150860424470597,3.13545226851167,0.0102953609382954,0.264536236984906,1.51706362767223,0.775503721771076,1,1.0818337675316,1,1,-1.46123257881857,0.863709751246998,1,-1.0636437813515,0.862470303041277,1,2.95514133003206,0.00937577547172458,0.240877231000329
SPI1,0.964042363208869,1,1,1.77693058310385,0.453477970630015,1,0.735044732004637,1,1,1.73213344972146,0.49949882855845,1,0.988973113004176,1,1,0.438916002781292,1,1,-1.50847207297224,0.394301247007959,0.958219320165533,0.393594880814467,1,1
CTSC,-0.0633205858783268,1,1,-0.644328374535102,1,1,-0.511192532261673,1,1,0.201942475083585,1,1,0.233815201541223,1,1,0.635637165798132,1,1,-0.043864894675422,1,1,-0.666406431652913,1,1
ZPR1,-0.763428621844863,1,1,-0.334044826299667,1,1,0.411513080068056,1,1,-3.84055963390534,0.000736524882816751,0.0411387436084047,-3.09775484986351,0.0116995594742781,0.445355312170616,-3.46244863922053,0.00321170440701967,0.517947770929904,2.30973831023304,0.0627079394080306,0.294340371636566,1.80476106880501,0.213336236753383,1
CRTAM,-2.53815758822632,0.066862675417846,0.429992013409656,-0.670978682301316,1,1,1.79011374465085,0.440613765863933,1,-1.26014711707868,1,1,0.706786061308808,1,1,-0.728629538234065,1,1,2.4980265800329,0.0374660488163301,0.21323261943909,1.64696515571553,0.298695624203947,1
JHY,3.04571919576139,0.0139274707101463,0.156371302883379,-0.493692696609103,1,1,-3.25693693014351,0.00675728721344374,0.207767290926488,-1.13689578494689,1,1,-3.22753415223929,0.00749172809425374,0.368821499323976,-0.744976047076857,1,1,-1.7625022802243,0.233953414390161,0.688859012673599,-2.08144120211656,0.11218062207171,0.767556634964782
DTX4,1.87890036735109,0.361548592131697,1,-0.257158739652269,1,1,-2.0054086072344,0.269516293779256,1,-1.15700274837341,1,1,-2.51273143227791,0.071880298791308,0.972830589457239,-0.921406051992124,1,1,-0.886512063287632,1,1,-1.0843100652732,0.834682032005585,1
UNC93B1,-0.610434057807501,1,1,0.125756017620055,1,1,0.692423163330085,1,1,-0.252481714723835,1,1,0.219632104109039,1,1,-0.337675022520257,1,1,0.571740409285164,1,1,0.660311151955305,1,1
PUS3,2.73165168388435,0.037810635134558,0.297409295762124,-0.0702448046359871,1,1,-2.67428123681413,0.0449337712406206,0.585075146362248,0.577162946912061,1,1,-1.47681797306236,0.838346624524659,1,0.611261151991499,1,1,-2.31426600056233,0.0619594067069255,0.292102688358192,-2.25812019481336,0.0718145007525146,0.624361760308362
CCND1,-2.19473380815599,0.169096188423103,0.774249946992231,-0.599792643881126,1,1,1.47889891525578,0.835003999918958,1,-0.333983956544973,1,1,1.18498940667419,1,1,0.0831911601677027,1,1,1.86586592396836,0.186180378504418,0.598370369987819,1.10007625103614,0.813896701132848,1
PRPF19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TMEM109,-2.1052184116886,0.211633801730932,0.890964643829353,0.662554276043825,1,1,2.53968669344274,0.06657108683497,0.718729686939091,2.59514808476111,0.056730103400436,0.506129566788519,3.95132217035697,0.000466323678596002,0.129517083918201,2.00431079782395,0.2702206675101,1,0.410893398133339,1,1,1.02472940557279,0.916472652339546,1
PANX1,-1.40506377805322,0.960013883580219,1,-0.50631480233678,1,1,0.86827976102357,1,1,-0.254923530655709,1,1,0.790536570664984,1,1,0.11066510582529,1,1,1.16789773730752,0.728544050878526,1,0.574445928266382,1,1
IL10RA,2.97293908494423,0.017697779042588,0.185901040363319,1.37896823901584,1,1,-1.58178499517292,0.6821919693608,1,0.657413050939567,1,1,-1.52162703659951,0.768615354757483,1,-0.320013104462956,1,1,-2.55959387169802,0.0314383648820124,0.188404194656341,-1.02656145562146,0.913881034695705,1
GALNT18,-1.84160284721061,0.393199585653438,1,-0.593849162636413,1,1,1.15921227321263,1,1,-1.24278306409399,1,1,0.0644012319894794,1,1,-0.788569836172301,1,1,1.97511206043538,0.144766297448498,0.509227077582121,1.22020950197198,0.667156397142249,1
BIRC2,0.28255396296921,1,1,-0.258895648255636,1,1,-0.494989740984736,1,1,0.0043777427626196,1,1,-0.201621205368585,1,1,0.190985088068621,1,1,-0.215706855396469,1,1,-0.452066074903269,1,1
PDHX,-0.205502418051977,1,1,-0.295594124645302,1,1,-0.0704506197519475,1,1,-0.0680132109482896,1,1,0.0807395832745415,1,1,0.136604374678873,1,1,0.189126346956033,1,1,-0.112998737833878,1,1
SLC15A3,1.51415634102281,0.779917150974285,1,1.98935861631326,0.279969804138389,1,0.351901908570572,1,1,-0.121876201295658,1,1,-1.20170522004518,1,1,-1.51312933916696,0.781480850629918,1,-1.08326031196134,0.836078688234607,1,0.946656129685643,1,1
DGAT2,0.148861071114881,1,1,-1.64166134447217,0.603961241269586,1,-1.67133077141977,0.567938169958479,1,-2.40353236478196,0.0974251777007115,0.686968883476855,-2.41310325079788,0.0949040283503939,1,-1.09332049534588,1,1,1.01341687594573,0.932583245827428,1,-0.723306747067201,1,1
C11orf58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YBX3,0.539060882272419,1,1,1.2882588520625,1,1,0.652487484844546,1,1,-0.344401356825259,1,1,-0.715841630224656,1,1,-1.24203114878696,1,1,-0.255059668680794,1,1,1.04062272837449,0.894152035422037,1
SART3,1.65129334685107,0.592072140949794,1,1.84521026944579,0.390041743276481,1,0.111643309671715,1,1,2.75654642259522,0.0350491920278559,0.384260074586099,1.4403299391631,0.898644449260598,1,1.38364913091034,0.998795500002198,1,-2.51464218810756,0.0357459733459343,0.206898100085812,-0.509665732383273,1,1
RPLP0,0.337154461179226,1,1,-0.665825500289783,1,1,-0.911963968715358,1,1,-0.56080123754916,1,1,-0.776439828439619,1,1,-0.0406436179706783,1,1,0.0137024541976475,1,1,-0.649269311253338,1,1
SLC25A3,-0.401964553256075,1,1,0.389249827368028,1,1,0.724838934532968,1,1,0.50378164377769,1,1,0.749567016768559,1,1,0.224497192675279,1,1,0.109411215751853,1,1,0.480895697949389,1,1
POLR3B,-0.00137669902692753,1,1,-0.61882621260358,1,1,-0.57337056027677,1,1,0.696981754282038,1,1,0.670985526030197,1,1,1.09648854253715,1,1,-0.290974008719085,1,1,-0.885561649070639,1,1
CD69,1.53184658465512,0.753361783964524,1,0.284561232253068,1,1,-1.19346566845405,1,1,0.859070252994221,1,1,-0.279944015842284,1,1,0.635176697664648,1,1,-1.56828108146743,0.350446647198191,0.8899315745107,-1.1839527174695,0.709295340427812,1
PRDM4,-0.447093802885541,1,1,0.672651644276953,1,1,1.0238071881079,1,1,1.29110832928214,1,1,1.53069823381492,0.755063942982693,1,0.791326314400711,1,1,-0.207381138450219,1,1,0.467452934731018,1,1
ASIC1,0.444335536450915,1,1,0.0495422139484351,1,1,-0.370658940678483,1,1,-1.12733339177378,1,1,-1.39317544924608,0.981400451442745,1,-1.11996230975147,1,1,0.163427285637842,1,1,0.20055125172605,1,1
DAO,3.21652899631332,0.00778508526758039,0.108026160049682,1.99435076391306,0.276682411160763,1,-1.23706779983218,1,1,2.97255167791865,0.0177201292700931,0.25752567712486,0.483046411687791,1,1,1.46671131265334,0.854727624914437,1,-3.8322797078269,0.000380883812507586,0.00927310612958479,-1.58090103164009,0.341702005251491,1
KCTD10,-0.128982385437064,1,1,-1.08889796061201,1,1,-0.86329639387853,1,1,0.535441282258725,1,1,0.594507723542192,1,1,1.28792407367725,1,1,-0.152555083082712,1,1,-1.2033667576734,0.68650327771,1
MLEC,0.426087910601797,1,1,-1.26877662741371,1,1,-1.55025333606324,0.726484336355071,1,1.25518775088925,1,1,0.926712214394896,1,1,2.02114795911502,0.259586705899128,1,-0.851454224822013,1,1,-2.02027189631494,0.130065576745342,0.817664032107499
MVK,-0.287196069809769,1,1,0.570459450473524,1,1,0.778222099437611,1,1,-3.28895549521843,0.00603359538997166,0.138924863617878,-2.87578837603037,0.0241811889350103,0.611584269219704,-3.56527244946938,0.0021808704353744,0.441382805700847,1.74984009666324,0.240437728952298,0.700176316836441,2.17754898042911,0.0883188943810401,0.690627060490822
CSRNP2,1.43550354802267,0.906861948093453,1,0.764205536683257,1,1,-0.685391632698764,1,1,1.27368848325779,1,1,0.159824515614701,1,1,0.704776583650032,1,1,-1.69196834847186,0.271956026128153,0.76094940317695,-0.833234861010009,1,1
IL23A,1.68592368481221,0.550862996108527,1,2.28640230921625,0.133384400209228,1,0.471887512199127,1,1,-0.4342335027475,1,1,-1.61900079954509,0.632682546506752,1,-2.02292817547843,0.258483318986281,1,-1.09125663767082,0.825479916974042,1,1.24334526534399,0.641221891951872,1
SYT10,-0.119584385233152,1,1,0.617204498232676,1,1,0.6709433219143,1,1,1.42905302884373,0.917933954883212,1,1.43537301884273,0.907084981906384,1,0.922851375915701,1,1,-0.576394744020147,1,1,0.0835923010001873,1,1
CYP27B1,2.66959646824087,0.0455654727017588,0.336690684988365,0.91909914775108,1,1,-1.65917075866558,0.582488328801213,1,2.2574639484085,0.14387459851121,0.86494629569544,0.190835344131571,1,1,1.50937404413565,0.787219333606523,1,-3.08120835129267,0.00618486999517982,0.0626672242725648,-1.9108591312003,0.168068058966031,0.92064390114696
MYF6,0.907555186265076,1,1,-0.86511272873479,1,1,-1.57346038979875,0.693673519002562,1,0.822163831618273,1,1,0.109821046438774,1,1,1.38387797962345,0.998374922625379,1,-1.07724102955514,0.844117799056619,1,-1.77199923961762,0.229184050335333,1
MYF5,0.815006561845045,1,1,-1.02663063478056,1,1,-1.67581394144915,0.562647854904414,1,-0.174354770699529,1,1,-0.728332291353271,1,1,0.534624346857766,1,1,-0.55968174015688,1,1,-1.51150517855556,0.39197937063243,1
GLI1,1.7942444773567,0.436644935200699,1,-0.733072706879576,1,1,-2.32336928980488,0.120955934513306,0.972835934423374,0.659318419519928,1,1,-0.643020656577657,1,1,1.13682648218916,1,1,-1.68207682056739,0.277661833452689,0.770663757821045,-2.25636674588696,0.0721430173497384,0.626486687869279
PPM1H,-1.83430268681201,0.399654453367594,1,-0.126414602620993,1,1,1.61007079994634,0.644294405243994,1,0.28559998885464,1,1,1.51539649878994,0.778032141208884,1,0.359656010400444,1,1,1.32169945107378,0.558804754603596,1,1.10354775378397,0.809368096935094,1
LTA4H,-1.86931454325761,0.369474395677301,1,0.66132096648588,1,1,2.36803832352965,0.107296100635046,0.922867834023197,-1.49108688479955,0.815632111168621,1,-0.120656724694448,1,1,-1.8979513141282,0.346214974576444,1,2.10569317526198,0.105693039135935,0.414337072796344,2.6202203794966,0.0263618880477573,0.399582315196612
ELK3,0.477568178580162,1,1,-1.7404902971462,0.490637774089793,1,-2.05433890442918,0.239657410821107,1,0.168666637087001,1,1,-0.180154231984231,1,1,1.39085154604474,0.985622691156651,1,-0.442807244665192,1,1,-2.15914014761785,0.0925178873316652,0.703732989524593
ITFG2,-0.37826551115389,1,1,-1.57272858861906,0.694690062962115,1,-1.07988639710049,1,1,-1.17947797766593,1,1,-0.85355978367973,1,1,-0.032377617699121,1,1,0.814831920667129,1,1,-0.812686705730887,1,1
PARP11,0.234722668999955,1,1,1.14039491654317,1,1,0.810057884336662,1,1,0.783471839995355,1,1,0.581867715728864,1,1,-0.0226775799005365,1,1,-0.525379643861526,1,1,0.639095326812091,1,1
ARPC3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FGF6,-0.278418638728092,1,1,0.571587032844961,1,1,0.766119215263994,1,1,0.168405958280701,1,1,0.34981140409312,1,1,-0.217981007340474,1,1,0.141672644670162,1,1,0.683010113816796,1,1
MYL2,0.115015570332106,1,1,-0.481128371625655,1,1,-0.522091138645055,1,1,0.769824394433412,1,1,0.633302436776013,1,1,1.05365332170291,1,1,-0.446795450678021,1,1,-0.856493681200201,1,1
RAD51AP1,3.28511768044858,0.00611638708725747,0.0931429505673727,-0.556895119653485,1,1,-3.51036461750077,0.00268495569230515,0.126059095674719,-0.68255665721942,1,1,-2.98553723736025,0.0169848402033656,0.524153566605098,-0.259124816660358,1,1,-2.16056686360758,0.0921864402262484,0.377238346415078,-2.48644898000579,0.0387075206814303,0.4715519223764
CREBL2,-0.903257678509988,1,1,-2.07242349385171,0.229355785484258,1,-1.0127930870662,1,1,0.2338837562132,1,1,0.805631574228406,1,1,1.54837920882053,0.729186143726805,1,0.626384780950281,1,1,-1.4145037652039,0.4716421279445,1
GPRC5D,-0.498789206030058,1,1,0.242895547077224,1,1,0.68485226025255,1,1,1.02071618824861,1,1,1.28854769183231,1,1,0.841673745254727,1,1,-0.0257344352426216,1,1,0.207566196835802,1,1
LTBR,-0.195107474436087,1,1,0.970086943581466,1,1,1.0566501339958,1,1,2.08990483105173,0.219758097221158,1,2.10807795050095,0.210145484113998,1,1.2861120870908,1,1,-0.833474340441906,1,1,0.204042728576944,1,1
OGFOD2,1.71388686597799,0.519297033928252,1,-0.914859234957469,1,1,-2.41097995481441,0.0954583369354115,0.8655979854172,-0.334892807605146,1,1,-1.46246532232911,0.861682442458961,1,0.277676620213816,1,1,-1.22213713777679,0.664967313224489,1,-2.00574714429857,0.134649697541736,0.832972564414084
OAS3,2.16416475229673,0.182710244354454,0.813729766640343,1.56936685153685,0.699374900170544,1,-0.751081228218077,1,1,-1.33982310203421,1,1,-2.77320974244887,0.033303799508003,0.707493463202591,-2.35971158093604,0.109734888917279,1,-1.06947216042304,0.85457090066962,1,0.474238947120276,1,1
ART4,3.77684301822479,0.00095297260260026,0.0258025072906208,0.935280387707868,1,1,-2.74297690861054,0.0365309800816415,0.523366476814347,1.41442009094002,0.943431567227126,1,-1.5484892878873,0.729027232980127,1,0.670503227318337,1,1,-3.45171754218718,0.00167109155284653,0.0260802307537497,-2.29691221434672,0.0648713342005291,0.596482378071777
ARHGDIB,-0.791495103135926,1,1,-1.41808507774383,0.936995564049284,1,-0.52823087556639,1,1,0.821810940650436,1,1,1.31633869089542,1,1,1.74286269836401,0.488145606882422,1,0.245796477547785,1,1,-1.14697622484593,0.754174341560213,1
RERGL,4.1292780763701,0.000218342437307434,0.00937490091001838,1.4705444251241,0.848486177924606,1,-2.37970257525875,0.103959699589382,0.90561173692515,1.43823209406803,0.902209271048887,1,-1.71339453079149,0.519839890786547,1,0.248845449335218,1,1,-3.76169328101162,0.000506300791038859,0.0113906291908982,-1.84004824313056,0.197283464651378,0.992103106755554
VDR,2.40949576018531,0.0958474900433853,0.543147846864669,0.582722734462819,1,1,-1.74727646473189,0.483536361135751,1,1.11716542545575,1,1,-0.718493139537922,1,1,0.660794850466897,1,1,-2.33971014764278,0.0578961328726254,0.280073942581114,-1.59307740276952,0.333428483953279,1
FZD10,-3.42758913107612,0.00365379815334456,0.0652637005727552,-1.30671182323551,1,1,2.02804569879391,0.255333504901224,1,-0.701118194785202,1,1,1.69722319906371,0.53792682431268,1,0.200011678672732,1,1,2.98712457056122,0.00844844839978527,0.0776346703534463,1.46990111350598,0.424765613893961,1
IL26,0.206989107088238,1,1,1.18186121185383,1,1,0.883841400020505,1,1,0.480340429215902,1,1,0.286659925771773,1,1,-0.466840079479802,1,1,-0.387929761874344,1,1,0.844618385855552,1,1
IFNG,0.493353259733253,1,1,0.338617385502812,1,1,-0.154488654848867,1,1,3.51413035775275,0.00264717744977849,0.0838936005525002,2.9875202400449,0.0168750402677235,0.524153566605098,3.15066479409621,0.00977395980142676,0.744417389308914,-1.92533299731437,0.162563136138255,0.549663616905095,-1.43739106100801,0.451820721953601,1
NUP107,0.956102860162077,1,1,1.0452369665025,1,1,0.0546905349207079,1,1,1.92280432691245,0.32702777096748,1,1.13679161401789,1,1,1.11113844153851,1,1,-1.603060769187,0.326763714670667,0.853956165508191,-0.437760236291449,1,1
CNOT2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KRR1,1.04152396614129,1,1,-0.152506449395922,1,1,-1.1139606048008,1,1,-0.156639775624331,1,1,-0.902007596543174,1,1,-0.0418573358908925,1,1,-0.721396199850612,1,1,-0.817797353507656,1,1
MRPL51,0.762642224067432,1,1,-0.893918172867206,1,1,-1.50581095508561,0.792694261452263,1,1.51280873755832,0.78196949243902,1,0.859571303500708,1,1,2.08209331758841,0.224003680859701,1,-1.29072178828071,0.59040049986515,1,-2.07058578811893,0.115192564250106,0.777599916325281
ACRBP,-0.972523966452723,1,1,2.76668158421483,0.0339780223024183,0.856588797539957,3.36969947009648,0.00451501231625114,0.165183377423822,1.91061721209115,0.33632274481651,1,2.4901741708048,0.0766083047627844,0.995767566051643,-0.114284891292942,1,1,-0.160527511818924,1,1,2.56093853545019,0.0313169468865629,0.42784678655217
GNB3,-2.86881779514839,0.0247205440139384,0.227071745382165,-1.50494987379895,0.794021786961828,1,1.30498598248352,1,1,-0.643262419421521,1,1,1.3790835070125,1,1,0.422245361757797,1,1,2.53184925058027,0.0340388280274473,0.199760130379302,0.855367765860978,1,1
CHPT1,0.00730333013046845,1,1,1.91044049056279,0.336459129995591,1,1.70304304794099,0.5313600761273,1,1.76808248775751,0.462282687754825,1,1.66322128518919,0.577608890620588,1,0.40462348119134,1,1,-0.785129509017116,1,1,1.14319871200233,0.758868290788547,1
