,Background...Carnivore.Rho,Background...Carnivore.P,Background...Carnivore.p.adj
ROPN1B,1.49312811696814,0.135403653829483,0.328556518094874
SPAG1,1.40889568696725,0.158866015085774,0.361249465034491
RRM2B,0.83245054303942,0.405154683124871,0.625943796378166
TDRD1,-2.25506440552703,0.0241292864452531,0.113511418545066
SCML2,-1.40659058542267,0.159548826361314,0.361931728665377
TSG101,-1.70522887369198,0.0881517469445224,0.252291172212559
KIAA0930,-3.02233318264936,0.00250834293232732,0.0254188617086336
DHX35,-0.0152348244892785,0.98784483895718,0.994125474728893
TRPC4AP,0.807882688277158,0.419158118003016,0.638137148973509
C20orf194,3.40717282644345,0.000656395499847265,0.00994981767258399
FKBP6,-2.72138787112019,0.00650084351419967,0.0482017672204242
CUL9,0.0397087147689383,0.968325353777356,0.98482978320934
PCDHGA12,-0.309973626029884,0.756581012594983,0.872848602607854
PCDHGC5,-1.20683365964711,0.227496210403892,0.446354451440934
TMCO6,0.536183093613072,0.591832016689639,0.770970455256664
NDUFA2,0.221628806566182,0.824602855718934,0.911329791374806
ESS2,1.14342900035746,0.252860517502075,0.474275115589211
KRT5,-1.24831058226258,0.211917340338594,0.427272867614835
KRT75,1.27965936904743,0.200664960182196,0.414981701157631
DPF2,NA,NA,NA
GAMT,-0.535343450834974,0.592412385639469,0.771479582695046
GALNT8,3.07341967612197,0.00211620648805298,0.0227669026787609
PSMG3,-0.835448177655637,0.403465413464449,0.624874798873717
FAM155B,1.00109780512166,0.316779526078849,0.545574817735387
CNN1,-2.58323435453662,0.00978788110368407,0.062470444887987
CDC16,1.6911886859385,0.0908007711880479,0.2566487211193
NECTIN2,-1.24170715990973,0.214344627295845,0.430090760694906
APOE,-0.706183209073921,0.48007421090062,0.686139711939228
TOMM40,1.26964540830155,0.204210966877152,0.418881202696243
APOC2,-1.1998190312524,0.230209631289366,0.449917107577099
ALLC,-2.40312485442357,0.0162556362949437,0.0870808703124578
GADD45G,-1.25801509372686,0.208386297626405,0.423219652797443
XPO7,0.381758432206772,0.702640553959417,0.841501940600045
FAM98C,2.00571767807095,0.0448863780117603,0.166245435015478
SAFB2,2.36884820502114,0.0178435751299933,0.0924825986514159
NCAN,5.06764272394096,4.02772483825804e-07,6.19258228740402e-05
PLVAP,1.6449514701806,0.0999798193758028,0.272964567855065
SLC27A1,0.0414494260080685,0.966937610371826,0.984550436562916
USHBP1,4.75680158577218,1.96684313932712e-06,0.000181444296233508
COLGALT1,2.67443083588304,0.00748562151743009,0.0528972883311005
PGLS,3.73767488122254,0.000185729899135209,0.00422514446792155
LSM7,NA,NA,NA
RSPH3,-1.8416014899402,0.0655334629545385,0.211193030957436
MLLT1,0.811111890102159,0.417301418295927,0.636276762007287
BMP15,2.29574585330839,0.0216904170228189,0.105432975879944
ACTN4,0.927840220218847,0.353490457368989,0.580388595299087
EPO,0.88747164739882,0.374825024317391,0.599983382016245
CACNG6,0.938731932628105,0.347868394077678,0.575362595585091
ZSWIM6,3.54392876959107,0.000394211734492493,0.00699028520231558
PXDN,-1.60486340189424,0.108523869285239,0.286796735051344
GDF15,1.40250167722416,0.160765490009261,0.3635780829101
JUND,1.64889147956,0.0991698690127646,0.271822333274688
TRPM4,-0.399780259201853,0.689318371840305,0.833623963114257
OR11H1,NA,NA,NA
NUMBL,0.109895247947446,0.912492451306556,0.959171065240823
ATXN10,-2.58642657859897,0.00969768286137719,0.0621789476752364
MNX1,-1.25865365066585,0.20815545947797,0.423034686331969
CEP85,-0.928058040229227,0.353377463570764,0.580292335886597
GATA5,-1.86659083806072,0.0619587480093705,0.203555537211471
RBBP8NL,0.987160832762958,0.323563799435606,0.552701221414655
LAMA5,-3.47990570605124,0.000501590286822169,0.00831578075297129
PRDM12,NA,NA,NA
UBE2M,-2.80046292469524,0.00510293689261396,0.0413163003063299
TRIM28,-0.139896365778735,0.888741872741087,0.94811721267061
YIPF2,-0.67594637908224,0.499074689881418,0.702479276584
TMEM160,1.17647313869075,0.239405860188188,0.459914264639674
ZC3H4,-0.377552325294432,0.705763186500193,0.843538751721119
MAP3K10,0.619576764971117,0.535536467858071,0.728699834149109
SESN2,0.891495408241993,0.372663453836975,0.598328381964064
HIP1R,-2.57333000776545,0.0100725114293156,0.0635853712689413
PPAN,3.40804340223803,0.000654304866038904,0.00992813549003734
EIF3G,-1.43038330222354,0.15260703799384,0.353528274582248
ANGPTL6,3.51907252663273,0.000433058302890255,0.0074763463841111
SHFL,-2.01419818729342,0.0439887299410345,0.164792007542092
SLC6A8,-0.54510027179283,0.585684555775678,0.766954512339883
SLC7A10,2.43760052737482,0.0147851026183282,0.0816765569698021
LRP3,-0.38173222287591,0.702659996420441,0.841501940600045
C12orf65,0.489083985206225,0.624782238967273,0.793724367338982
GRWD1,0.176725130124921,0.859724300573713,0.932940920599191
NOL11,1.12068845785551,0.262420496931825,0.486441939393966
SLC35D2,1.53660568128257,0.124389900479528,0.312001823771586
PPIL4,-1.65248859130945,0.0984349889607818,0.270597244790361
BPIFB1,4.43841464034737,9.06239108178227e-06,0.000540758629749048
RBM39,NA,NA,NA
ACSS2,-1.11878081697321,0.263233657405118,0.487348498694996
C1QL1,NA,NA,NA
ATP6V1E1,-0.0868114732282439,0.930821367738635,0.967228312258024
CCL25,0.910354868778639,0.362635390695493,0.589492612908032
COX4I1,0.984712676553117,0.324765224219155,0.553684203694267
EMC8,-0.506213571972011,0.612706728366145,0.785380530466106
GSE1,-0.843997963273795,0.39867054373266,0.620520417564772
GINS2,-0.0420461078151092,0.966461941873606,0.984320779276214
F12,0.326959041768624,0.743698864030409,0.865423295033683
ABCB7,-0.678476835458033,0.497469406352416,0.701335783172819
HAUS8,2.8793662218929,0.00398475313969531,0.0348770273350398
ADGRE3,0.621102294925625,0.534532319394582,0.727662727388768
MRPS25,1.85012628276656,0.0642953506138038,0.208453899780028
CAPN7,-0.124354030851888,0.901034968818317,0.953127377032325
C3orf20,1.47316043102414,0.140707781763007,0.335738323448165
RBSN,0.241737176904944,0.808983820717335,0.902157350350532
PDLIM4,1.42867321532952,0.153098179711399,0.354011583626065
GFPT2,0.856096978555753,0.39194413976935,0.614051263774924
PSMC3IP,1.50846941896661,0.131434427779204,0.322937825247694
VPS25,NA,NA,NA
AOC2,2.64432829745951,0.00818532233239412,0.0556683364596158
G6PC,3.2627019964571,0.00110355496177154,0.0142439106954152
PCDHAC1,-1.79207299426237,0.073121274159625,0.225543507597596
PCDHGA3,0.177548352275598,0.859077688847941,0.932367463529881
NDFIP1,0.00443880402890399,0.996458358427061,0.998649982382546
EXOC4,-0.320680239331382,0.748452723769557,0.86779822139434
FLYWCH1,1.74088292483715,0.0817041023431199,0.241372217472199
TMEM204,-0.0213349938399413,0.982978429138752,0.9916044524471
BARX1,-1.67732865893329,0.0934782313729572,0.261311544884046
WDR44,1.13305384417431,0.257191642509563,0.479877588650385
CKMT2,-3.03423898968328,0.00241143318171733,0.0247513452242208
TNS4,1.24661541765193,0.212538545795902,0.428066181775111
PPP1R1B,0.515378942347309,0.606288244418009,0.781681928432959
FMO5,0.483419163778911,0.62879814386572,0.796230542257586
PRKAB2,-0.585147037453436,0.558448853227944,0.746634249665564
CHSY1,0.180203238034502,0.856993016463524,0.931516841735002
SNRPA1,NA,NA,NA
NR0B2,0.138209835612947,0.890074582004854,0.948954303006735
THAP1,0.687613318406452,0.491696318943044,0.696527324347296
RHPN2,1.79337215661291,0.0729134366279366,0.225133336052214
ACTR10,0.569564046331582,0.568973419801017,0.754354768012944
DNAJB1,1.50186099501836,0.133133011827015,0.32538681310648
ZSWIM4,0.581892388706646,0.560639167608832,0.748012466368347
RFX1,2.58716526399499,0.00967691671003073,0.06213142466641
DCAF15,0.0785447394620406,0.937394743178101,0.969236385420415
TRIM21,0.975415244462078,0.329354324853369,0.55834283910035
WDR7,-1.01395167934273,0.310605809867406,0.538930752345078
SMARCC1,0.861574468467668,0.388921725708144,0.611738074212694
SLC6A11,-0.052814792247666,0.957879475441147,0.9802391229215
NUP210,-2.09267702156414,0.0363779958358787,0.146117448902522
HSD17B7,-1.55621119300115,0.119657880633336,0.304575859398533
EMILIN2,2.72807855115294,0.00637044361311615,0.047516051890093
DNHD1,-1.20423173669878,0.228500022651307,0.44762309023029
RRP8,2.3231197533395,0.0201727200936053,0.100084885500023
TIMM10B,-0.398479951704527,0.690276433577253,0.834263982478652
EFR3A,-1.37728335455749,0.16842465948814,0.37414708298466
OC90,-3.31127726003742,0.000928711417232341,0.0126494869392416
PTCD3,4.88960138235059,1.01040374133634e-06,0.000115378362646491
ILKAP,-0.368776112343507,0.712294611256318,0.847706693269589
PER2,-3.11580443818513,0.00183443884014,0.0205241494339176
RAMP1,0.0857260546635866,0.93168418974011,0.967350807367109
PTPRE,-3.80930649503181,0.00013935712220177,0.00342964492070052
RPA1,-1.3600834573414,0.173803515352245,0.381694932004238
SERPINF1,2.55582672359277,0.0105935856813839,0.0654729748832595
EEFSEC,0.00253347295968992,0.997978583202658,0.99932282552738
COQ3,-0.544834978722885,0.585867019052199,0.767059848975874
POPDC3,-1.15708777429525,0.247236501080029,0.468164622432993
LANCL2,1.27437816089776,0.202529428270591,0.417068613106665
GRSF1,4.72094798629217,2.34747968919787e-06,0.000207641482861579
JCHAIN,1.42442854690996,0.154322455433723,0.355258806291878
UTP3,0.632977349099988,0.526748434754638,0.72229766673404
TRIM47,-2.5428861600322,0.0109941041992516,0.0671207246626662
KDM6B,-0.71883977597111,0.472239646712043,0.68103905931193
GUCY2D,-2.62281169303005,0.00872074576547534,0.0580495148629716
RIDA,3.02230398919515,0.00250858487568081,0.0254188617086336
MATN2,-0.263834421845476,0.791907509238234,0.893226534167169
BRD8,1.66859901128889,0.0951968749639453,0.264598042298123
REEP2,1.71906898458921,0.0856018114881688,0.24766034128281
ERAL1,3.50020488228274,0.000464900691810905,0.00788129842475827
NIP7,-0.341815755281246,0.732489551998193,0.858418784626585
TERF2,2.99190122641174,0.00277245950011371,0.0270391880325229
VPS4A,1.40890983242406,0.158861831793118,0.361249465034491
JAG1,1.50759646862361,0.131657837116344,0.323073590774765
HSPA12B,1.70577894061293,0.0880492455064918,0.252141783409087
SNAP25,-3.14020551826728,0.00168829349131107,0.0193790642560063
NXT1,NA,NA,NA
RIN2,0.619117974221401,0.535838643149136,0.728847189238675
SSTR4,-4.34317973000892,1.4043515047913e-05,0.000740955564124448
CRP,-0.647638949953646,0.517218498879716,0.716317333627856
HAPLN2,0.531368715012798,0.59516329657693,0.77394534567105
APCS,-0.564932912018551,0.572119396672245,0.756836400788294
IGHMBP2,-2.1856650412627,0.0288401203020767,0.126811755605891
ACY3,3.81581504326984,0.000135734151104097,0.00336249494259029
TESMIN,-3.5918236633707,0.000328372020057125,0.00615980120907246
DPH2,1.03561400481446,0.300382255703817,0.528101014733812
ZSWIM3,-0.979910749645848,0.327130176250937,0.556323716169585
OSER1,-0.0474275644911019,0.96217246044727,0.981961240513722
SERINC3,0.875480311994899,0.381312618066997,0.605203702098171
DMGDH,2.89874422184537,0.00374660397260883,0.033237571643728
BHMT2,0.974471668212971,0.329822399811809,0.558947303727056
AP3B1,2.61639116196844,0.00888646897932619,0.0587883123810506
SYT4,3.02110441560519,0.00251854492897476,0.0254511828608827
NMUR2,0.450165608594458,0.65259103229879,0.811566341402695
PDE6A,-0.273046531472976,0.784817447106136,0.8896673897719
ATP8A2,2.09890462702316,0.0358253089003418,0.144502459746363
USPL1,1.00527141638563,0.314766174789191,0.543227243234829
RNF17,0.927172649945529,0.35383690068473,0.580793087610117
MYH4,-1.10656061967412,0.268483941371247,0.493544379755434
PEMT,0.908121011147377,0.36381429065508,0.59017764532938
SCO1,1.89705592451055,0.0578205575008657,0.194962710222443
CHI3L1,-2.37931744262497,0.0173447320001847,0.0908617557851853
MYBPH,-2.42150916533187,0.0154562112728067,0.0843409239303691
CCNA1,-1.96092198809499,0.0498881239129119,0.177089604753467
RFXAP,0.90878637787553,0.363462898466474,0.590023923592828
RNF128,-0.839855481091458,0.400989421402286,0.622979501502842
KMT5C,0.771669295898367,0.440310320442516,0.655993885712287
PDE6B,-3.34807004210899,0.000813764419415021,0.0115113599009818
HSPBP1,-1.5201895935754,0.128463332087919,0.318342637542195
CSNK1G2,0.521652842769983,0.601912063878433,0.778576490713118
CEP20,1.78629304295575,0.0740518227659511,0.227128515211311
MED10,NA,NA,NA
CCDC134,0.878951021441671,0.379427832808325,0.603723096501831
SEC14L4,-0.285120511878234,0.775551815786265,0.884487688436307
PI4KA,0.278244767035307,0.780824471982395,0.887472228662077
MKRN1,-1.44038945308672,0.149757245921745,0.349294199926366
ACTR3B,0.387441043028579,0.69842972386369,0.839108961148794
NTS,0.404336018048543,0.685965642769482,0.831678663681262
BTG1,NA,NA,NA
KRAS,NA,NA,NA
IPO8,1.89321550252936,0.0583292166194424,0.195898910001856
PMP2,-0.237167026930515,0.812527215316423,0.90349565456726
FABP4,1.68832296693896,0.0913492488005738,0.257695248510128
CCDC59,2.23351208795164,0.0255151940864663,0.117080248238692
LYVE1,3.02988066033824,0.00244650387477301,0.0249749346673196
RRAS2,NA,NA,NA
SARAF,1.58210695010572,0.113625157275475,0.294735464887238
RNF122,NA,NA,NA
DUSP26,-0.350737548406304,0.725785253295917,0.855227324013259
ERG28,-0.9099323934453,0.36285816496043,0.589621187973128
DGLUCY,-0.442051269434871,0.658452106182688,0.814396225475337
CATSPERB,4.45211752756761,8.5027602969123e-06,0.000517635654188948
VRTN,2.91955526499618,0.00350531235104453,0.0317335230720389
SYNJ2BP,-0.240848231274118,0.809672746541368,0.902590932592671
TTC9,-1.51452719590173,0.129892181563614,0.320404976078094
EIF2S1,NA,NA,NA
ELP3,1.12728712212451,0.259621105370116,0.482800217839529
ADAMDEC1,4.19422417580457,2.73807096251866e-05,0.00114172746077034
MBD2,NA,NA,NA
MRPS36,1.97829402500948,0.0478955467796258,0.172918448241353
CCNB1,2.10401252200767,0.0353773547210752,0.143387946884315
CDK7,1.89180753783315,0.0585166286183867,0.196321852863606
CD180,0.330407838510842,0.741091819533026,0.863909198042952
IRAK2,0.62028311392768,0.535071410170225,0.728198822945938
CAMK1,1.55938472346133,0.11890534980496,0.303510396370258
VHL,0.179424373040787,0.857604494993597,0.931819555857924
BHLHE40,-0.0671715279710242,0.946445151304068,0.974636582628883
ARL8B,NA,NA,NA
EDEM1,-1.17123056979657,0.241506110675902,0.462379346350082
CHL1,-0.644061202609605,0.51953574750569,0.717510932700501
DPH6,1.9929520167029,0.0462667015831322,0.169190756737733
KATNBL1,1.03563172907745,0.300373983625563,0.528101014733812
EMC7,-0.366612435699239,0.713908130830428,0.848619491169735
TSHB,1.3946644318085,0.163117055414978,0.366799934540903
SORT1,-2.57337949069311,0.0100710712623869,0.0635853712689413
NOTCH2,-0.452594239574674,0.650840947488648,0.810876649411627
TRIM45,-2.94294815753095,0.00325102855057274,0.030127815694679
ARF3,1.53078880807586,0.125821596546483,0.314102706429115
SLC38A2,-0.0955841739989348,0.923850834961813,0.964031857486502
KIDINS220,0.502836163282549,0.615079465927115,0.787345699254791
CMPK2,-1.54296801556718,0.122838536507018,0.309400849825131
FST,0.473565153069347,0.635810029843383,0.800994924493545
CFHR5,NA,NA,NA
ERN2,-1.35932096155856,0.174044904558966,0.381750114998671
NARS1,6.61804412669594,3.63982388872029e-11,1.82440106048957e-07
RELCH,1.63826936022965,0.101365516319501,0.274793368948455
CCNH,2.4156540269242,0.0157069777210906,0.0851120086457798
HRH4,0.358716542662466,0.719807151689113,0.851986724875434
CABLES1,0.858014884592824,0.390884244440426,0.613093395603493
EMP1,3.87295010851921,0.000107525845381658,0.002945111360663
RERG,NA,NA,NA
SLCO1B1,4.16440117335796,3.12170804904273e-05,0.00123205049694109
SPX,-0.346846087546534,0.728706951010658,0.856762093515778
MYBPC3,0.428394309644611,0.668364066850902,0.820763293812912
DDB2,2.63011630592364,0.00853556609952864,0.0573500033237766
FOLH1,2.54759371118106,0.0108468715966561,0.0665460661766288
RAB33A,1.6029221383994,0.108951845324622,0.287725482638977
MTNR1B,-2.00219163166612,0.045264125368567,0.166945463126599
PHC2,2.07355135048723,0.0381209973829256,0.150295080662573
TUT4,1.99954252918377,0.0455496850829773,0.16771222922214
PRPF38A,NA,NA,NA
DSG3,-2.35940203073386,0.0183044133385421,0.0938095929265583
DSG1,-0.554819828945334,0.579017902807253,0.761940334690878
DSC1,-1.30422330462979,0.192157456214614,0.403687836811769
DAGLA,-3.51811193079535,0.00043462899633247,0.00748627287268196
TIMM10,NA,NA,NA
AHNAK,-0.909531713285942,0.363069525616161,0.589767360558519
CBLIF,1.08570121842322,0.277611201465631,0.504721777080504
TCN1,2.34230537922185,0.0191650264954582,0.0967912916047771
CEP135,2.34853873475261,0.0188472387487434,0.095680597253496
PDGFRA,-0.289520324912859,0.77218322853289,0.882654443743753
CARS2,1.80455380823212,0.0711445318637696,0.221765996381636
ADAMTS8,-0.806193279840415,0.42013141294363,0.639075507001362
KLB,3.16462630857535,0.00155282246515144,0.0182420245378767
SEMA6A,-0.242501293137222,0.808391754977016,0.901697709338283
APC,2.13646399590759,0.0326416126194052,0.136493862335371
ANXA1,-0.915852132146618,0.359744456110372,0.586583971647328
CCNJL,0.262664723787118,0.792809008614006,0.893864366988739
USP30,-1.40736722434922,0.159318524844526,0.36192865974123
SDS,3.68646650787084,0.000227389351981717,0.00485000522801288
MSI1,NA,NA,NA
TBX3,1.61564510578093,0.106171065788073,0.283339157088224
OASL,-0.268057407028388,0.788655130625716,0.891951887037981
HRK,NA,NA,NA
DTX1,-1.36577530610666,0.172009499382465,0.379364453243492
TRAFD1,1.96012573047164,0.0499810964920758,0.177172500695743
GSAP,3.46689354861447,0.000526510359368655,0.00857761243101458
OCM2,NA,NA,NA
UPK3B,NA,NA,NA
TMEM60,NA,NA,NA
PNPLA8,-0.210497942823065,0.833279057085534,0.916472877515738
RINT1,-0.310331446665989,0.756308919793776,0.872735571095005
NT5E,-2.62087777680003,0.00877036988600109,0.0583226795311371
MRAP2,-0.943693829182705,0.345326128293975,0.572826143536293
AKIRIN2,0.0883084534491176,0.929631520326329,0.966755177724823
ORC3,2.66016896366729,0.00781014602776211,0.0542202981622617
LMO2,-0.80777016234286,0.41922290472033,0.63817117010322
NAT10,0.31544234042076,0.752425823483679,0.87008262994548
PRRG4,0.36060385538643,0.718395606805278,0.85109465519271
PRPH,-0.0259698398527152,0.97928139464492,0.989813425507539
AVIL,-1.64697647030252,0.0995628823123365,0.272601431414895
AMHR2,0.387285237266546,0.698545053411293,0.839180472009716
GDF11,NA,NA,NA
FAM186B,0.793564350859204,0.427449092866214,0.645660673975818
RDH5,1.55785930192343,0.119266604619161,0.303994532254293
KRT85,-2.7066415439398,0.00679676013681857,0.0495169002797194
CDK4,0.919644878437781,0.357758366342184,0.584881243371409
PPP1R1A,2.27262049663835,0.0230490593847529,0.110168056569781
TSPAN31,0.19795248213949,0.843082241723553,0.922531485140232
TFCP2,3.51648697918414,0.000437298107409429,0.00751503044698924
ESPL1,2.82229541987048,0.00476812325417379,0.0393720971047417
ZC3H10,1.52044018106911,0.128400382254875,0.318239088176455
KRT84,-0.970139178825761,0.331977122385926,0.561396759932206
KRT82,-1.51915196824971,0.128724248241634,0.3187265800773
KCNH3,-2.99132518125193,0.00277769530213704,0.0270519457631053
TAAR5,1.59288604301858,0.111185757879332,0.291474937453194
NMBR,-1.66623634153569,0.0956663502778013,0.265706484877595
SMPD2,0.261781414879582,0.793489968313599,0.894383161607483
HTRA2,1.46806726920591,0.142085951272203,0.337740507315859
PRADC1,0.960368757822873,0.336869656145698,0.565536342465431
CCT7,0.207016136954671,0.835997256008428,0.918186453772459
MRPL53,0.978662350556744,0.327746840588106,0.556810444234929
EMX1,1.52892576476724,0.126282848209057,0.314754713827215
KCNMB4,NA,NA,NA
MDM2,1.33205763666737,0.182841249631278,0.392713022526143
BCO1,-3.44408038828036,0.000573005306071907,0.00906976924989817
MPHOSPH6,0.207621782506299,0.835524294988951,0.918002252210205
KIAA0513,-0.361462180213878,0.717753972312738,0.850743715927758
DYNC1LI2,-1.35622442132795,0.175027774060607,0.382932145867794
FBXL8,0.593527717073938,0.552828039321257,0.742199576789147
FHOD1,0.332918437121822,0.739195851752563,0.862586374577315
CCDC102A,0.606352781134734,0.54428051664528,0.735302232825006
PCNX2,-0.796010195557761,0.426026109408691,0.644352706415056
URB2,-2.7441209457643,0.00606731795201655,0.0461478300680187
TAF5L,0.356743524055926,0.721283819064164,0.852735654317779
STX6,-0.936914211337352,0.34880268842085,0.576367695141135
RGS8,-0.698091888923704,0.485119730271601,0.689745214078485
LAMC1,-2.0993463426999,0.0357863810016248,0.144453187471908
MRPL44,-0.542752023926324,0.587300549569692,0.768038930197134
CHRND,-0.976825573191896,0.328655513227453,0.557535306001941
USP37,2.75033381373497,0.00595345814384697,0.0456115805968874
HTR2B,0.607947553131722,0.543222259137259,0.734212389714586
WNT10A,-0.779942492661272,0.435424725328703,0.652902347920566
TMBIM1,0.256383051905269,0.797655073238995,0.896351019954264
CYP27A1,3.83079240039296,0.000127731242406702,0.00324147708897966
EIF4E2,NA,NA,NA
CAB39,NA,NA,NA
COX5B,3.13217618156916,0.00173515717587279,0.0197066151462229
REV1,1.81906553887123,0.0689014318098042,0.217387920714231
MFSD9,0.260422534689092,0.794537862303673,0.894874229305695
TMEM127,NA,NA,NA
MRPS9,3.40601022868588,0.000659197093881762,0.0099552311006582
GPR45,-2.79917387813973,0.00512335405213394,0.0413878019788905
C2orf49,0.450166226834791,0.652590586547459,0.811566341402695
EPC2,-0.152012357436549,0.87917718909798,0.943655431753614
ALDH1L2,1.84016456048593,0.0657440812542464,0.21155440826452
USP44,2.26498297774921,0.0235137241185687,0.111437465438275
PLXNC1,-3.36759581411463,0.000758266729803191,0.0109319816069517
DRAM1,0.914650768924686,0.360374997146291,0.586912036400821
SLC41A2,-0.151910005912772,0.879257916312282,0.943655431753614
CKAP2,2.15270260876223,0.0313420583482175,0.132907651264001
THSD1,-0.542183990350992,0.587691763050206,0.768263604812789
MED4,0.323913767582808,0.746003320438123,0.866763400512135
NUDT15,0.362122117004794,0.717260776682475,0.850520487262391
CHST12,-1.27921771141266,0.200820400548772,0.415093796559025
IGF2BP3,0.584400385613101,0.558950967378059,0.746907108901082
KDELR2,NA,NA,NA
NUP42,-0.103746093611866,0.917370846577821,0.961490584790597
DDX56,-4.69937498078563,2.6095891403533e-06,0.000224230810877101
HUS1,-1.77662009635831,0.0756307668853926,0.229703058302494
MYO1G,-2.83247683481696,0.00461889127942586,0.0385428791169405
TTYH3,-3.47060571064767,0.000519285897644672,0.00848405299431149
CIDEB,-0.717950469872365,0.472787827067934,0.681490659089391
TTC5,0.675431824271758,0.499401452131159,0.702741871204963
NKX2-8,2.92602416883378,0.00343324263816524,0.0312992983968322
ACSBG1,-2.7645495641667,0.0057001446748199,0.044387921012567
MTHFS,-0.385371796507474,0.699961975140254,0.839949811681504
ABHD17C,NA,NA,NA
IREB2,-3.42933401110918,0.000605064407741484,0.00939912551571146
ALPK3,-1.25788120970698,0.208434720184112,0.423258998974813
CIB2,NA,NA,NA
RSAD1,-0.543066233992839,0.587084200049881,0.76798478609396
CHAD,-2.4874992841021,0.0128644712492167,0.0743088617007411
TACO1,1.67938916840876,0.0930762228874529,0.260825039798477
TEX2,-0.338282612959438,0.735150225041754,0.859934183893648
LIMD2,0.0718353238113111,0.942732961088966,0.972575867959692
BRIP1,4.30589533996551,1.66311679529727e-05,0.000837824902765328
KAT7,NA,NA,NA
NDUFB5,4.58428008689912,4.55553255169237e-06,0.000326197823713325
MARCHF7,1.72989062440009,0.0836498186946687,0.24433611571712
CD302,1.61186783466896,0.10699070292657,0.28459564831184
GALNT5,4.40247979126777,1.07020561218567e-05,0.0006027221644358
TANK,0.800293149564121,0.423540971178927,0.642262674192616
BLK,1.01415257648972,0.310509953503767,0.538912531259943
SKIL,1.6953364458876,0.0900116147118144,0.255474641453672
KCTD3,0.61090299467701,0.541263802174775,0.732748815047878
CBWD2,1.84058614419571,0.0656822297571563,0.211491153931126
IL36G,-1.22893784266842,0.219095111652937,0.435842465130999
IL36A,0.656522518410245,0.511487983648554,0.712350172281495
CCDC115,-0.771898669911969,0.440174445176021,0.655873997845084
IMP4,-1.56291588282552,0.118072381337446,0.302271668558304
HS6ST1,-1.89011609508852,0.0587424349737985,0.196728283897775
UGGT1,-2.51848750423603,0.0117860065482207,0.0699336025976433
GAD2,1.04591887558605,0.295598488768986,0.523362118876634
ECPAS,2.06139990161116,0.0392649042416677,0.153198330327441
TOR1B,-0.39728798341936,0.691155107629689,0.834771032403825
RALGPS1,1.35629463306361,0.175005442428206,0.382932145867794
OR1J1,1.40454864664947,0.160155536325638,0.362853518114904
OR13C9,1.06845492431694,0.285315352903912,0.512640334761158
DAB2IP,-1.41324105298269,0.157584859530507,0.35941677688481
SLC31A2,-0.243575786034025,0.807559383488667,0.901366380745265
ORM1,0.215980463304379,0.829002976195989,0.913641652978067
STX17,-0.383808108476165,0.701120677818591,0.840394709633969
BAAT,0.25560363359532,0.798256912386595,0.896444301087172
GABBR2,0.881237482393691,0.378189295815608,0.602929648131817
PSMB7,-0.390837533980779,0.695917329137892,0.837361677062214
PDCL,-1.63589616380808,0.101861321011621,0.275632298731644
ENPP2,-0.624566345718854,0.532255713480204,0.726389153893819
DERL1,-0.292497042783818,0.769906620591105,0.881660639237563
CCN3,0.346245132036716,0.72915849943044,0.856992055333401
RANBP6,-0.462403505758952,0.643791985742116,0.807000306347496
RNF38,0.710105954428365,0.477638434130956,0.684780313267351
CCL21,1.10538767960427,0.268991639992522,0.494296381592026
CCL27,0.544471435162687,0.58611709988851,0.767249603639784
DCTN3,0.195481848178422,0.845015746617965,0.923437629498135
HINT2,-0.239150734176944,0.810988702713824,0.902968264238105
KLC4,-1.21384570836222,0.224806648178378,0.442810789711589
GMPR,-0.295319342851052,0.767749941651735,0.880072950180445
TMEM63B,0.716856438186399,0.473462683321958,0.682136473039407
TTBK1,1.42501367077387,0.154153249400979,0.35510624111756
TINAG,1.93683641838249,0.0527653426136346,0.183367796829495
GCM1,0.0319903343125024,0.974479759055054,0.987464943110372
RIPK1,-0.400996137106545,0.688422967949449,0.832943045466355
TUBB2B,0.178574855760171,0.858271539300119,0.932098016499776
PSORS1C2,-0.27201022364297,0.785614158310329,0.890090423335776
MRPS18B,0.334075724175821,0.738322418035429,0.861968493788722
IER3,1.04297586956953,0.296959468780179,0.524536536126812
PGBD1,-3.67341519228538,0.000239330133369705,0.0050208834932345
GTF2H4,-1.83213061798137,0.0669319626961754,0.214230720106937
POU5F1,1.04972781180185,0.293843273045971,0.521618968524917
CLPS,2.48126023217943,0.0130918754738391,0.0751383708015721
RNF144B,0.0855599531403288,0.931816234436126,0.967350807367109
NRM,-0.874221292979474,0.381997752318104,0.605666630166097
FAM8A1,2.64472399893641,0.00817575734301039,0.0556683364596158
THAP12,0.263926681223306,0.791836415724255,0.893226534167169
LRRC32,-0.562791370646676,0.573576957097891,0.757964382096932
MRPL15,0.542484686157282,0.587484654195978,0.768119157016165
PI15,1.46948308867194,0.141701805440225,0.337147159557701
TTPA,-1.18492296267729,0.236047907439326,0.456166064469789
GGH,0.67321665939373,0.500809464133467,0.703603841182373
SLCO5A1,0.889220144342775,0.373884778627032,0.599144534309817
TGS1,0.521758857040474,0.601838239141634,0.778547969887539
USP2,-2.93106342275185,0.00337803807588752,0.0309163472593553
HTR3B,-2.08252523833948,0.0372945200475853,0.148124061794913
SORL1,-4.45066870041749,8.56033163783239e-06,0.000519039140476152
MMP7,-0.240543700085112,0.809908789750691,0.902626211149928
MMP20,2.90283143358693,0.00369805625957006,0.0330211828831087
