,Herbivore.Insectivore.Rho,Herbivore.Insectivore.P,Herbivore.Insectivore.p.adj,Herbivore.Omnivore.Rho,Herbivore.Omnivore.P,Herbivore.Omnivore.p.adj,Insectivore.Omnivore.Rho,Insectivore.Omnivore.P,Insectivore.Omnivore.p.adj,Herbivore.Vertivore.Rho,Herbivore.Vertivore.P,Herbivore.Vertivore.p.adj,Insectivore.Vertivore.Rho,Insectivore.Vertivore.P,Insectivore.Vertivore.p.adj,Omnivore.Vertivore.Rho,Omnivore.Vertivore.P,Omnivore.Vertivore.p.adj,Carnivore.Herbivore.Rho,Carnivore.Herbivore.P,Carnivore.Herbivore.p.adj,Carnivore.Omnivore.Rho,Carnivore.Omnivore.P,Carnivore.Omnivore.p.adj
FAM160A2,1.1437315095882,1,1,1.03414206569306,1,1,-0.176132268751194,1,1,-0.377031299993587,1,1,-1.118583428052,1,1,-1.02705077584563,1,1,-0.736761398923974,1,1,0.297934388805669,1,1
RNF141,-0.680865535304766,1,1,-0.243978865213023,1,1,0.419215040525265,1,1,-0.92384506880584,1,1,-0.405535745798338,1,1,-0.72733937952347,1,1,0.935156344103014,1,1,0.628573424583962,1,1
HPX,-2.31940382670013,0.122238902152028,0.601317417826072,2.33006439559696,0.1188164872502,1,4.24674108640063,0.000130141420109856,0.0116514847886589,-1.25814638807389,1,1,0.586397520071655,1,1,-2.89763606174588,0.0225591965935816,0.528976662189714,2.32081523399554,0.0608904538818577,0.278061535798226,4.47435917510625,2.2992245456162e-05,0.00370371921628491
BTAF1,0.831986665063956,1,1,-0.905950687072204,1,1,-1.55651445622587,0.717514846797015,1,0.690292695691528,1,1,0.0623843943586858,1,1,1.25590765080199,1,1,-0.965563547606024,1,1,-1.75547600486245,0.237533764481903,0.848910241618945
TCTN3,3.54854186469877,0.00232422248472167,0.0413691662293852,-0.914265324393426,1,1,-4.10489236030134,0.000242701909398226,0.0167062152488528,1.19195993908166,1,1,-1.483000397581,0.828445830830594,1,1.76986862667007,0.460494169660621,1,-3.23425819173578,0.00365877439707141,0.0407020765263215,-3.85107096486392,0.000352807236165322,0.0182084412563289
CPEB3,0.5831540779765,1,1,0.360337241369012,1,1,-0.245105043195708,1,1,2.15882112238864,0.185184282782163,0.996159213636959,1.64442349013759,0.600532537578745,1,1.88654258865233,0.355331249821144,1,-1.39949953568641,0.48498971244649,1,-0.981983676156084,0.978323670724676,1
DAXX,4.26947576758711,0.00011755976034183,0.00527805177699897,1.14622622969426,1,1,-3.05480282956481,0.0135125115386849,0.201252103004638,4.07444973454824,0.000276739641479262,0.0257081975433614,0.611602810252927,1,1,3.13301362309743,0.0103812846843975,0.380027716459393,-5.20857465379613,5.70890357270917e-07,6.63496617515246e-05,-3.73882685824818,0.000554643001568194,0.0232629192806495
MLN,3.94133638280992,0.000486173388689758,0.0141212957554544,2.64324098957966,0.0492699394996692,0.696922378424689,-1.24248824387812,1,1,1.69716161648506,0.537996657970609,1,-1.39280754642313,0.982067974745804,1,-0.372142900635104,1,1,-3.72541599881692,0.000584980141521293,0.0109804604053685,-0.712755976212236,1,1
TMEM115,-2.42643659779473,0.0914874860100041,0.498687820190751,-2.40986340909355,0.09575096343331,1,0.180705696555782,1,1,-0.196541197587461,1,1,1.31726832449026,1,1,1.23244626479964,1,1,2.0777734139672,0.113190700841897,0.419812039054296,-0.327245483347436,1,1
DOCK3,-0.605762980340601,1,1,0.531025615561716,1,1,1.0546112613961,1,1,1.45542439796515,0.873310836372665,1,1.76909636979006,0.461266761783499,1,1.11005969423991,1,1,-0.0542436716688952,1,1,0.460091772395625,1,1
ITIH4,1.9696261885714,0.293287367761123,1,-1.44424247611889,0.892024683044246,1,-3.08809864153484,0.0120864956687122,0.187519331373903,0.999362463472294,1,1,-0.483123777172829,1,1,1.94076912526405,0.31371772522303,1,-1.97064884484425,0.146292166606272,0.497720276330837,-3.19875094818384,0.00414073047573403,0.0796999007497479
SLIT1,0.855198775869111,1,1,-2.0229906013711,0.258444699154961,1,-2.60175411949942,0.0556489936114868,0.470163866948166,-1.982220287132,0.284727546363317,1,-2.46904897536253,0.0812836055266161,1,-0.51959658534592,1,1,0.273721985984165,1,1,-1.71837862953459,0.257182727153458,0.884083770808623
SFRP5,-2.33904679360097,0.11599807118012,0.581901991879178,-1.56269582973388,0.70874493461179,1,0.794549747979291,1,1,0.333360413660961,1,1,1.70540370371624,0.528714948404027,1,1.22207278896531,1,1,1.84386641029071,0.195607834173346,0.601520758491051,0.225557991701458,1,1
GID8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DIDO1,-2.84449871090861,0.0266888194991273,0.219277357828454,-1.15428705658455,1,1,1.73398557162528,0.497523859511036,1,-2.43938443378461,0.0882738456690682,0.664367647572641,-0.287308296977891,1,1,-1.62797168212662,0.621185342475092,1,3.3402217047075,0.00251134598882608,0.0311634815855343,2.06110974135519,0.117877715048806,0.570829583847987
SLC2A4RG,-1.73786769643436,0.493404773171547,1,-2.38080010528545,0.103650499800763,1,-0.500088435588639,1,1,-2.1064000834647,0.211017684351118,1,-0.753273978541001,1,1,-0.377975006373992,1,1,2.32271409002266,0.0605835505200641,0.277158821114175,-0.213845215630018,1,1
PRPF6,-3.15023520771643,0.0097883439012759,0.111761886104591,-2.14187935229814,0.193219150694698,1,0.985493840758468,1,1,0.0576839131253932,1,1,2.30305365169006,0.127654947648088,1,1.56979716355156,0.698773846129022,1,2.40922395307063,0.0479594541435016,0.237767075654449,0.0898142290117031,1,1
TIMP3,-0.637031030307319,1,1,0.747776448746557,1,1,1.25098579181198,1,1,1.48264641951831,0.829010263122981,1,1.82783062721162,0.405449850823345,1,0.913052093765367,1,1,-0.0790360772154478,1,1,0.659645091155055,1,1
FBXO7,2.87340399898857,0.0243644682658904,0.206244275309706,0.357461087249217,1,1,-2.42286567871855,0.0923917148081256,0.644455499257411,0.691534336092012,1,1,-1.34584367439161,1,1,0.436558469714036,1,1,-2.54031666947997,0.0332256420977143,0.18749458893169,-2.04739226057875,0.121858757002031,0.579988842185255
EIF2B2,0.302389651400487,1,1,-1.36508696579806,1,1,-1.48364769831403,0.827414449768672,1,1.42434504890569,0.926079677256265,1,1.12762195385743,1,1,2.28410205041145,0.134193204687169,1,-0.87478542220807,1,1,-2.14379485669613,0.0961479829166618,0.510587038683703
TTLL8,-2.86169193674533,0.0252831762104181,0.211382317919985,-0.231789480767802,1,1,2.39919641643731,0.0985865899642261,0.671659757947861,-0.844265402340396,1,1,1.40861431844946,0.953695455894684,1,-0.616161952600239,1,1,2.4920773439399,0.0380995137202337,0.206428859925466,1.9697278569922,0.146608705719687,0.647178180510941
TTLL1,-0.439866131267768,1,1,1.4056602116478,0.958950283353003,1,1.63021157315769,0.618340732648708,1,0.361098541762142,1,1,0.641810906948226,1,1,-0.587300171002525,1,1,0.170831013143527,1,1,1.4993687457033,0.401333991133374,1
MTFP1,0.836802591485012,1,1,-0.554095241169595,1,1,-1.27709473098933,1,1,1.97053349205245,0.292663562698643,1,1.32179366109836,1,1,2.25941035815158,0.143147224085556,1,-1.49541922993937,0.404415194875449,0.957577191598555,-1.9118103991008,0.167701552387528,0.695179734523484
PATZ1,-0.0867549537662453,1,1,-1.37764358397409,1,1,-1.10863444964354,1,1,2.03190922664713,0.252977077814201,1,1.9493529116367,0.307519762798141,1,2.81154763422992,0.0295822738426835,0.599415914339803,-0.829552743291122,1,1,-2.03372363980153,0.125938401871075,0.591570649421755
TEF,-2.84003689702882,0.0270649896294096,0.221229399656076,-0.189775024231447,1,1,2.50308679547683,0.0738692083836765,0.560035559554315,-0.22196401247787,1,1,1.75778806672127,0.472701459243832,1,-0.0866901428944608,1,1,2.31250207541311,0.0622500932310461,0.282154709569121,1.96434327028031,0.148470890678977,0.650923191955692
B4GALNT3,2.67137139651522,0.0453252078179738,0.313202654415702,1.49180466166065,0.81450216910646,1,-1.24376227281017,1,1,2.83677623050108,0.0273429232309631,0.333684527448915,0.684547828189899,1,1,1.71259277792525,0.520724897253267,1,-3.37738019103704,0.00219539475157839,0.0283261738074415,-1.72115999683432,0.255665383874262,0.880657346037474
PDE6H,-3.05897322691314,0.0133258198462485,0.137411231747901,-0.923580480758947,1,1,2.07087932116516,0.230220450558432,1,-0.832338761877547,1,1,1.42759808585944,0.920445449330363,1,-0.164718603012092,1,1,2.70542520630102,0.0204651024658408,0.134071077901216,1.60993806474587,0.322234134080145,1
ERP27,3.75104868788681,0.00105657898267268,0.0237535186355661,1.1142142766029,1,1,-2.57436472535964,0.060254608954792,0.494913733562835,1.15088058249618,1,1,-1.68705739854937,0.549553893620414,1,0.32909859915339,1,1,-3.35232722901042,0.00240405721945263,0.0302767787936264,-2.03362384524654,0.125968607252895,0.591570649421755
ALG10,2.67544323188537,0.0447783066220754,0.310631643932538,0.100586267006852,1,1,-2.44467319889001,0.0869900689303968,0.620425889934695,2.99808810783652,0.0163007470683984,0.24463981152553,0.704626077252603,1,1,2.8131903569882,0.0294315620172804,0.599415914339803,-3.53172877129696,0.00123855772791656,0.0185966877786288,-3.17906501723683,0.00443252836979466,0.0829057056881126
ARNTL2,1.42934607599919,0.917428733873678,1,0.237128973598688,1,1,-1.21762473329361,1,1,0.638208832246535,1,1,-0.523740982460548,1,1,0.46154210218453,1,1,-1.34237818301587,0.538420214889544,1,-1.10118736887519,0.812445353789727,1
ZCRB1,0.610253536524381,1,1,0.651147018600809,1,1,0.0408040198597726,1,1,3.05272658381906,0.0136063473701825,0.223182756260052,2.49636656313382,0.0752837195221529,1,2.45894696879216,0.0836071196575325,0.960251431659117,-1.77548955404236,0.227451266518386,0.666977182731591,-0.942030953383778,1,1
TMEM117,-3.01129268887396,0.0156082781582423,0.153118979313967,-2.47207092237303,0.080599718022666,0.915468439033565,0.637489097774637,1,1,1.15618860911906,1,1,3.18516296797722,0.00868035070216044,0.382891527494138,2.78931907831233,0.0316913990192706,0.613690068700563,1.83332218874376,0.200264014564179,0.610910872310647,-0.700781034967186,1,1
C1RL,1.224752053219,1,1,-0.53933177034266,1,1,-1.63187135260218,0.616239540425178,1,1.74976777761257,0.480950357523094,1,0.734086363836439,1,1,2.06841685480717,0.231605049845488,1,-1.75643399864113,0.237042995596338,0.681957201538294,-2.16471291297009,0.0912290327121114,0.496412445690456
NDUFA9,4.44149376810959,5.36019208377345e-05,0.00284188851866474,0.256437383555881,1,1,-3.98707098912475,0.000401364089661085,0.0228792563469727,2.88929666130872,0.0231662776322555,0.303133631132987,-0.461166331968079,1,1,2.62594445281091,0.051845350321253,0.775933581249113,-4.7539544460603,5.98428004332691e-06,0.000387704951743201,-4.19965744683335,8.01957280903141e-05,0.00777694242149702
CLSTN3,1.06856256797853,1,1,0.478300117262523,1,1,-0.602011084524913,1,1,0.440900939150607,1,1,-0.338589848410151,1,1,0.110324123095993,1,1,-1.0263311435366,0.914206566515349,1,-0.505736713787006,1,1
KLRG1,1.29582332251638,1,1,-0.323338577680742,1,1,-1.49818713446528,0.804507823893106,1,-0.719965370463872,1,1,-1.56914958967672,0.699678522864653,1,-0.49072836648931,1,1,-0.586557896121794,1,1,-0.847126657235201,1,1
TAPBPL,2.07725301786511,0.226669277107289,0.900758850541237,0.96145523132352,1,1,-1.18028427280769,1,1,-0.264470563348264,1,1,-1.77755051885975,0.452866240013644,1,-0.929942850195001,1,1,-1.40505491102535,0.480014851291297,1,-0.415738377594706,1,1
CD27,0.525057016277761,1,1,0.56134303064765,1,1,-0.0232562309625122,1,1,1.58695402608942,0.67513834448038,1,1.05798393975696,1,1,1.14061860922754,1,1,-1.18673340507678,0.705998382451625,1,-0.571876706981622,1,1
RBP5,1.71445193058676,0.518674548726498,1,-0.0357993783658776,1,1,-1.59719781744406,0.661329714508983,1,-0.106304008232858,1,1,-1.25365141305689,1,1,-0.0775420261184068,1,1,-1.30772594166939,0.572898843430731,1,-1.20756867128914,0.681639647536397,1
SLC38A4,2.91068071127703,0.0216385408429573,0.190369128109717,2.45222248259709,0.0851861089298094,0.946041139771084,-0.574971965102384,1,1,4.53530479245809,3.45122147064892e-05,0.00833661719687862,2.30109405880496,0.128317890510413,1,2.79197926440286,0.0314320278615237,0.613690068700563,-4.27775420222229,5.66364940272376e-05,0.00208372590339319,-1.62348313040219,0.31345850008519,0.987666735057331
AMIGO2,-2.0901273113604,0.219638189419028,0.881189711103938,-1.71141142142089,0.522031141447881,1,0.516594369825526,1,1,-1.67285621836813,0.566133626892152,1,-0.0598207178186708,1,1,-0.466787891697723,1,1,2.37321951355987,0.0529013414204223,0.25439763838469,0.602175771145501,1,1
LLPH,1.25004824257884,1,1,-0.959575031866198,1,1,-1.98634811881126,0.281968098652598,1,2.83197641646026,0.0277567563305627,0.335772907661767,1.72992110849899,0.501866228151614,1,3.35584038463395,0.00474745324119565,0.286693426287759,-2.29480335378025,0.0652331891030986,0.291076624093894,-2.99136253625866,0.00833206650169284,0.122447598926905
MARCHF9,-1.2372735473818,1,1,-0.592685047856228,1,1,0.659904945455812,1,1,-0.121491521280213,1,1,0.745872621780876,1,1,0.27494029204767,1,1,1.01286927109791,0.933367823392183,1,0.383823465034543,1,1
INHBE,1.48673833140124,0.822503607820476,1,0.336353360177366,1,1,-1.10991285098807,1,1,-0.910082537238255,1,1,-1.87328322371771,0.366175711468434,1,-1.10169046097809,1,1,-0.732012821192125,1,1,-0.36022984937151,1,1
GLIPR1,-0.537250408725534,1,1,-0.501058619099251,1,1,0.0664951480451722,1,1,-0.786717659342643,1,1,-0.337458801250274,1,1,-0.403590238257228,1,1,0.780845732603124,1,1,0.236123912784894,1,1
TMEM19,0.375078781556007,1,1,1.20790393819106,1,1,0.693275417386532,1,1,1.99981519677238,0.27312133796563,1,1.59058734272657,0.6702148491247,1,1.11387315894543,1,1,-1.22441945278641,0.662382104025186,1,0.0217320535567999,1,1
LGR5,2.71860650892579,0.0393345273305878,0.285217487361384,-0.736168737062461,1,1,-3.19884151863792,0.00827885981749306,0.147661227482378,1.52385604603288,0.765268052332207,1,-0.419854166239875,1,1,1.94766710669087,0.308728850345741,1,-2.82038110634026,0.0143899934158411,0.103980849433403,-3.32389690065951,0.00266307019889398,0.0611542138433798
CPSF6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLC6A15,-0.200663000955058,1,1,1.38274619919325,1,1,1.38840673217143,0.990079365259202,1,1.35946915423977,1,1,1.40315031178683,0.963432125514003,1,0.379081073770025,1,1,-0.48327017927716,1,1,0.875914777810288,1,1
TMTC3,0.585766205555602,1,1,-0.243490565691222,1,1,-0.769812923892696,1,1,1.95791237281152,0.301441774884899,1,1.43265678156069,0.911735676785184,1,2.06272062760155,0.234835073570665,1,-1.33538719557969,0.545248960054103,1,-1.48712102277013,0.410948550179551,1
LUM,0.521560403161929,1,1,0.915523788262681,1,1,0.314388192419294,1,1,0.863842599549566,1,1,0.448372779919994,1,1,0.223104683503596,1,1,-0.797222716840904,1,1,0.144376443212733,1,1
KERA,0.944092621895837,1,1,1.04583480186848,1,1,0.0281446640366968,1,1,1.55405768048431,0.721023951421904,1,0.791711675918554,1,1,0.796838055323813,1,1,-1.44235263745182,0.447608753572415,1,-0.329635412856268,1,1
TMPO,1.99274610773848,0.277735534402382,1,-0.143934777891988,1,1,-2.01522553713137,0.26328613761184,1,1.9272572592053,0.323685463602502,1,0.355292989682262,1,1,1.96485720608382,0.296584601498862,1,-2.41911457165164,0.0466750168843233,0.233912815030883,-2.40348602873021,0.0487187626410269,0.344158002957919
SNRPF,-0.161503891615115,1,1,2.45289881168159,0.0850261173612729,0.945977709238723,2.3630386190563,0.108754683872145,0.713775889837883,4.24228972128014,0.000132750487289692,0.0188803450053695,4.02082545234649,0.000347967395904904,0.105289854390475,1.60029218111414,0.657202683614545,1,-2.0068479168077,0.134297576955476,0.471233143384909,0.925374292601913,1,1
AMDHD1,2.75377323697701,0.0353475426459877,0.264628430433809,-1.46233157838663,0.861902214448671,1,-3.90239690819699,0.000571468850124028,0.0275245439838219,1.18316996016808,1,1,-0.855412800680664,1,1,2.14659564585809,0.190952921158637,1,-2.65075898148931,0.0240933387443842,0.14984521339185,-3.90933445653307,0.000277652259227951,0.0163214503735349
ASCL1,-1.07425234487936,1,1,-1.11153646782349,1,1,0.0286754959728919,1,1,0.593040879999983,1,1,1.32238499046467,1,1,1.34045516006325,1,1,0.598582603209716,1,1,-0.533316488805695,1,1
SLC15A4,-2.22322655792724,0.157203161248032,0.714218541550762,0.809885891197523,1,1,2.7536483600485,0.0353610311156353,0.35879659571998,0.18221874215129,1,1,1.75300399094795,0.477607932215192,1,-0.381143501123089,1,1,1.58808805444487,0.33679928737371,0.85207197578344,2.21278269325803,0.0807378930615896,0.46298848281081
SLC46A3,2.39701857159721,0.0991745155237215,0.526853796255163,1.84587641715998,0.389460909577153,1,-0.689550997632708,1,1,3.62424556389479,0.00173883695169551,0.0647331132551701,1.6603141967591,0.581107567159358,1,2.27794252390306,0.136380013532002,1,-3.54639916897911,0.00117160248566017,0.0177489033275384,-1.56058598255692,0.355864404729896,1
TARBP2,-0.629975747546147,1,1,-0.832210251899914,1,1,-0.117163446836394,1,1,-0.770126968282299,1,1,-0.285771883392718,1,1,-0.210212641648102,1,1,0.843646267631055,1,1,0.0024773938384983,1,1
GPR84,1.34307432766191,1,1,-0.419391883279721,1,1,-1.62562214719241,0.624180365150873,1,-2.72829464874706,0.0381976286225508,0.406363649702783,-3.50978836185058,0.00269078093807541,0.241505005604029,-2.31973496233971,0.122131315657177,1,0.319226571961366,1,1,-0.113413619627175,1,1
NPFF,0.587830952369176,1,1,0.776215145258799,1,1,0.0999090108151317,1,1,-0.488549993188532,1,1,-0.874129414051521,1,1,-1.00347557351216,1,1,-0.209617758367438,1,1,0.544178904917012,1,1
NABP2,-0.62721965519426,1,1,0.473154047694877,1,1,0.985905215914124,1,1,-0.238467175615432,1,1,0.199969781894645,1,1,-0.536312766790935,1,1,0.599965759981458,1,1,0.988127226195946,0.969271029837448,1
SMARCC2,-0.00220274576865437,1,1,-1.6375344283358,0.609113108046501,1,-1.4518717889269,0.879223548234505,1,-1.21064322227289,1,1,-1.13863853316765,1,1,-0.079599416449722,1,1,0.538599760803008,1,1,-1.08660174933681,0.831638554865323,1
CSAD,3.14441722530218,0.00998507903725035,0.113667092705273,2.03546680765684,0.250823550482939,1,-1.19681154378038,1,1,1.53507256480964,0.748596026937443,1,-0.821198245579632,1,1,0.0899749264491553,1,1,-3.11540110896553,0.00551084794208577,0.0539566944811935,-0.933934917301459,1,1
LMBR1L,0.0746774362028382,1,1,1.46037662786442,0.865119555554263,1,1.2123842107131,1,1,0.155047334664708,1,1,0.094742268842744,1,1,-0.807287510292399,1,1,-0.127513342278128,1,1,1.2814540238645,0.600102716832651,1
MYG1,0.11520383340453,1,1,-1.31631537972697,1,1,-1.25833457115961,1,1,-0.751642980970483,1,1,-0.781442984853894,1,1,0.164125083475261,1,1,0.26140337496325,1,1,-1.02411619113168,0.917341193171597,1
ESYT1,1.63608193584107,0.610934641665944,1,-0.669829571192624,1,1,-2.13668023459351,0.195744052230972,1,-1.25248203285868,1,1,-2.34274460370871,0.114854889737605,1,-0.748918136757298,1,1,-0.640535135342565,1,1,-1.24835328225065,0.635705128725749,1
ANKRD52,-1.96374407011425,0.297358674568605,1,-1.26448546344494,1,1,0.717584392898231,1,1,-0.27487230856121,1,1,1.14347596880053,1,1,0.616735176084177,1,1,1.63091242186026,0.308726400854413,0.805627843466583,0.276233175210016,1,1
KRT71,-2.76933442300596,0.033702568066061,0.255836950606209,-0.974989589719225,1,1,1.7386850346371,0.492541078965978,1,-0.376726074295063,1,1,1.44212205533541,0.895607664795407,1,0.23366914876948,1,1,2.37906941325594,0.0520692218879099,0.251109883827503,1.26639874245849,0.616111082781023,1
RB1,-1.69169913456209,0.544220121225825,1,-1.39279636292911,0.982088271447952,1,0.369383268455639,1,1,-0.781222876004969,1,1,0.449006424053064,1,1,0.181992749080897,1,1,1.66158143698782,0.289790183653463,0.772148327988095,0.202704336587667,1,1
VPS33A,1.06272302472218,1,1,-0.64132385982761,1,1,-1.59303771249272,0.666910386462035,1,0.932321623045285,1,1,0.185073321265917,1,1,1.32607858830618,1,1,-1.23640029271903,0.648929422130132,1,-1.7929481971997,0.218943622946061,0.810666151958061
VPS37B,-0.222012342074904,1,1,1.25803108450956,1,1,1.32202382902934,1,1,-0.0693341135321223,1,1,0.0918602568627476,1,1,-0.917072338277578,1,1,0.202210742550931,1,1,1.41537988040765,0.470871436277458,1
RHOF,-3.62543086110885,0.00173088043240245,0.0335165396706938,-1.25895754608505,1,1,2.15392154406753,0.187477950703392,0.997721320525584,-0.804809865898715,1,1,1.41976116749729,0.934063342410928,1,-0.0120061770398493,1,1,3.337459807295,0.00253643847774818,0.0313197695245061,1.78343080618963,0.223548606696002,0.821431393894931
SRRM4,-0.645411675745147,1,1,-1.13807678253583,1,1,-0.420250561457058,1,1,-2.71411421462119,0.0398719503359021,0.415312347851991,-2.06802656752293,0.231825149563713,1,-1.76924884302933,0.461114138701826,1,1.76716893282598,0.231599822740778,0.674207896984387,0.490056499165625,1,1
METTL21C,0.13917524753546,1,1,0.967197322843813,1,1,0.683052128481679,1,1,-0.673842253359228,1,1,-0.715143598255243,1,1,-1.32036091545228,1,1,0.236672049898714,1,1,1.14014460425729,0.762678185113829,1
ZIC5,-0.793133838732187,1,1,-0.0769462444742317,1,1,0.686633134053457,1,1,-0.0207527505793957,1,1,0.537237210080755,1,1,0.030891149673914,1,1,0.615693817576645,1,1,0.503557070131267,1,1
RAB20,0.955932010472479,1,1,0.633261286880594,1,1,-0.373475464076207,1,1,-0.715946260358626,1,1,-1.37448291030859,1,1,-1.14843668275553,1,1,-0.334225187273279,1,1,0.296895744024555,1,1
ANKRD10,3.49941770658754,0.00279765305474921,0.0469981009859635,1.59696244557705,0.661644471952993,1,-1.95949462750313,0.300329330701548,1,-0.70491090788304,1,1,-3.14933947705195,0.00981839887114018,0.41736422910897,-1.76430423697713,0.466084626096521,1,-2.30433638270391,0.0636113043820675,0.286025430955989,-0.640087696697298,1,1
SSTR1,-1.2089506454969,1,1,-0.358356380997547,1,1,0.8274755481111,1,1,1.11576046869025,1,1,1.8728705227107,0.366517599409172,1,1.31505679606221,1,1,0.427873499129354,1,1,0.0557056965581254,1,1
REM2,0.862157422323655,1,1,0.592140883054563,1,1,-0.272889982212745,1,1,0.655731597602378,1,1,0.0283324304791459,1,1,0.23252650420736,1,1,-0.959689292764687,1,1,-0.308171234550789,1,1
CBLN3,-0.665581472174968,1,1,-0.12753942039311,1,1,0.508526839809153,1,1,0.46896753702056,1,1,0.917008035864039,1,1,0.540668579312559,1,1,0.30026787379525,1,1,0.151673621917367,1,1
TINF2,0.294612213559461,1,1,-1.76057166495596,0.469865567849743,1,-1.83464769501554,0.399347441405782,1,1.25589565382115,1,1,0.972874662093393,1,1,2.40509084132548,0.097010676651214,1,-0.796720790201537,1,1,-2.46750442626101,0.0408175617757701,0.312138790128746
NOP9,1.76379443688082,0.466599566817296,1,-0.185190226367457,1,1,-1.84718066016853,0.388325768128291,1,-0.294288435009472,1,1,-1.54131884014601,0.73943523466409,1,-0.1602382198802,1,1,-1.18477533661465,0.708318859515995,1,-1.29860428006628,0.582239305138766,1
FITM1,-1.48804724507869,0.820430607290296,1,-0.319894084342568,1,1,1.10140391052327,1,1,0.0190670787559895,1,1,1.08838836448746,1,1,0.243092298126278,1,1,1.11941533372745,0.788888977053888,1,0.71284479478617,1,1
FANCM,5.59576193198075,1.31792966330619e-07,4.18684501473977e-05,0.559019221166122,1,1,-4.86462691237194,6.88037445605721e-06,0.00209438598442381,3.33164051496606,0.00518014212051969,0.127765644716481,-1.01606916660978,1,1,2.8446621127103,0.0266751336625238,0.579592150354421,-5.76625987537967,2.43150152221626e-08,6.16993511262377e-06,-4.91390093306494,2.67845628171782e-06,0.00135931656297179
L2HGDH,1.12123210679011,1,1,-1.74652088937079,0.484322882745651,1,-2.56062317162612,0.0626907710448611,0.507528476224886,1.3513194322069,1,1,0.39663315914775,1,1,2.55207672974247,0.0642497599426109,0.857942809700513,-1.4997518232706,0.40103610303281,0.952687575077943,-3.07923885433637,0.00622590670481857,0.101487611970945
PELI2,2.32488913033229,0.120467336086105,0.596449511648102,-0.002810210197753,1,1,-2.12537196787875,0.201333524569296,1,1.6441078603031,0.600923547696159,1,-0.0585787002628073,1,1,1.56416181887755,0.706677427475395,1,-2.56295211453442,0.0311359085146513,0.179155029151764,-2.29714657651179,0.0648312285772072,0.408042767708963
ARMH4,3.10738255685626,0.0113251179986707,0.122682061167094,-0.402110968524769,1,1,-3.27556067135768,0.00632714766951631,0.123937178288337,1.80165757295947,0.42959578270294,1,-0.641016982174429,1,1,2.01814876744922,0.261454619940873,1,-3.18257642203719,0.00437912964532435,0.0460761913269269,-3.33954103894413,0.00251750852695196,0.0599828909590666
GPR65,-0.90458156251852,1,1,0.477567169693438,1,1,1.27220625376876,1,1,0.438171705223173,1,1,1.04524741175313,1,1,0.105078244012038,1,1,0.482454106726393,1,1,0.909768594489328,1,1
JDP2,-0.182137588534375,1,1,-0.383917992036399,1,1,-0.175047748221656,1,1,0.53051585931185,1,1,0.619426648657603,1,1,0.756807594440811,1,1,-0.091647283355699,1,1,-0.448253904873102,1,1
AK7,-1.28932900283428,1,1,-0.157671495438741,1,1,1.0708143334409,1,1,-0.376299263946547,1,1,0.593487223381523,1,1,-0.250419855636543,1,1,1.14477275926252,0.7569099071451,1,0.90118367919182,1,1
FAM181A,-0.816897587005892,1,1,0.19446890539285,1,1,0.946465674042453,1,1,0.430446176919625,1,1,0.967603768888025,1,1,0.290409785842489,1,1,0.434905611655483,1,1,0.595393053874396,1,1
ITPK1,0.436527725580008,1,1,-0.95832976226549,1,1,-1.25840506431424,1,1,1.29533931920258,1,1,0.920444653881962,1,1,1.88618441524139,0.355620647489325,1,-0.915234257378993,1,1,-1.77098731666371,0.229688432641475,0.831828350848349
TRIP11,0.518813875898644,1,1,-1.12751308078793,1,1,-1.48259691079481,0.829089230396082,1,-1.43179924683103,0.913207697373394,1,-1.70741350535761,0.526471331379083,1,-0.606823241480047,1,1,0.27860747892124,1,1,-0.834814904102107,1,1
EMC4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DUOXA1,1.73734765257066,0.493954950744136,1,1.581776788066,0.682203214693801,1,-0.632294321493859,1,1,1.9145127448315,0.333328033482864,1,0.143866377273112,1,1,0.809145316317742,1,1,-2.31729136677942,0.0614635958234829,0.27987630966099,-0.913679132123105,1,1
MFAP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SORD,4.27136897584534,0.000116565995587123,0.0052644939253294,1.21955924298248,1,1,-2.94158311080796,0.0195923522500598,0.25228054250923,2.0756073754676,0.227581672473408,1,-0.95241852901897,1,1,1.21760265912899,1,1,-4.29340609208164,5.27858264044052e-05,0.00200916051751767,-2.79786020571432,0.015432711580098,0.173498242383178
LYSMD2,1.60576644514312,0.649951415035737,1,3.52439618218412,0.00254669462962637,0.161502884428806,1.63008846675164,0.618496805461196,1,1.08323850613099,1,1,-0.00903288354729956,1,1,-1.14646846577737,1,1,-1.74335371911335,0.243815541644905,0.692069723517939,1.76278856386749,0.233808470807726,0.841942754978152
